id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Item_Cook_I_14,Flan de huevo,Egg Pudding,Flan,달걀 푸딩,たまごプリン,Пудинг,Flan,Budino,Eierpudding,鲜蛋布丁,鮮蛋布丁,Flan,Flan de huevo,Egg Pudding
Item_Cook_I_15,Empanada de pescado,Fish Pie,Tourte au poisson,피시 파이,フィッシュパイ,Пирог «Рыбка»,Vispastei,Sformato di pesce,Fischpastete,鱼肉派,魚肉派,Tourte au poisson,Pescado de hojaldre,Fish Pie
Item_Cook_I_16,Dulce de miel,Honey Candy,Bonbon au miel,벌꿀 사탕,ハチミツアメ,Мед-карамель,Honingsnoepjes,Caramella al miele,Honigbonbon,蜂蜜糖,蜂蜜糖,Bonbon au miel,Dulce de miel,Honey Candy
Item_Cook_I_17,Crepa con miel,Honey Crepe,Crêpe au miel,벌꿀 크레이프,ハチミツクレープ,Блин с медом,Honingpannenkoek,Crespella al miele,Honig-Crêpe,蜂蜜可丽饼,蜂蜜可麗餅,Crêpe au miel,Torta con miel,Honey Crepe
Item_Cook_J_01,Arroz al estilo goron,Curry Rice,Curry,카레라이스,カレーライス,Рис с соусом,Kerrie met rijst,Riso con curry,Curryreis,咖喱饭,咖哩飯,Curry,Arroz especiado,Curry Rice
Item_Cook_J_02,Verduras al estilo goron,Vegetable Curry,Curry végétarien,야채 카레,野菜カレー,Овощное азу,Kerrie met groente,Curry di verdure,Gemüsecurry,蔬菜咖喱饭,蔬菜咖哩飯,Curry végétarien,Arroz especiado con verduras,Vegetable Curry
Item_Cook_J_03,Mariscos al estilo goron,Seafood Curry,Curry de fruits de mer,해산물 카레,海の幸カレー,Морское азу,Kerrie met vis,Curry di pesce,Fischcurry,海鲜咖喱饭,海鮮咖哩飯,Curry de fruits de mer,Arroz especiado con marisco,Seafood Curry
Item_Cook_J_04,Ave al estilo goron,Poultry Curry,Curry de volaille,치킨 카레,チキンカレー,Азу,Kerrie met gevogelte,Curry di pollame,Geflügelcurry,禽肉咖喱饭,禽肉咖哩飯,Curry de volaille,Arroz especiado con ave,Poultry Curry
Item_Cook_J_05,Ave exquisita al estilo goron,Prime Poultry Curry,Curry de volaille fine,상급 치킨 카레,上チキンカレー,Сочное азу,Kerrie met gevogelte XL,Curry di pollame XL,Edelgeflügelcurry,高级禽肉咖喱饭,高級禽肉咖哩飯,Curry de volaille fine,Arroz especiado con ave XL,Prime Poultry Curry
Item_Cook_J_06,Carne al estilo goron,Meat Curry,Curry à la viande,짐승 고기 카레,ケモノ肉カレー,Гуляш,Kerrie met wild,Curry di selvaggina,Wildcurry,兽肉咖喱饭,獸肉咖哩飯,Curry de venaison,Arroz especiado con carne,Meat Curry
Item_Cook_J_07,Carne exquisita al estilo goron,Prime Meat Curry,Curry à la viande fine,상급 고기 카레,上肉カレー,Сочный гуляш,Kerrie met wild XL,Curry di selvaggina XL,Edelwildcurry,高级兽肉咖喱饭,高級獸肉咖哩飯,Curry de venaison fine,Arroz especiado con carne XL,Prime Meat Curry
Item_Cook_J_08,Ave gourmet al estilo goron,Gourmet Poultry Curry,Curry de volaille divine,특급 치킨 카레,極上チキンカレー,Жирное азу,Kerrie met gevogelte XXL,Curry di pollame XXL,Luxusgeflügelcurry,顶级禽肉咖喱饭,頂級禽肉咖哩飯,Curry de volaille divine,Arroz especiado con ave XXL,Gourmet Poultry Curry
Item_Cook_J_09,Carne gourmet al estilo goron,Gourmet Meat Curry,Curry à la viande divine,특급 고기 카레,極上肉カレー,Жирный гуляш,Kerrie met wild XXL,Curry di selvaggina XXL,Luxuswildcurry,顶级兽肉咖喱饭,頂級獸肉咖哩飯,Curry de venaison divine,Arroz especiado con carne XXL,Gourmet Meat Curry
Item_Cook_K_01,Guiso de carne,Meat Stew,Ragoût de viande,고기 스튜,肉シチュー,Мясное рагу,Stoofschotel met wild,Spezzatino di carne,Fleischeintopf,炖肉,燉肉,Ragoût de viande,Guiso de carne,Meat Stew
Item_Cook_K_02,Guiso de carne exquisito,Prime Meat Stew,Ragoût de viande fine,상급 고기 스튜,上肉シチュー,Сочное рагу,Stoofschotel met wild XL,Spezzatino di carne XL,Edeleintopf,高级炖肉,高級燉肉,Ragoût de viande fine,Guiso de carne XL,Prime Meat Stew
Item_Cook_K_03,Guiso de calabaza,Pumpkin Stew,Ragoût de citrouille,호박 스튜,カボチャシチュー,Рагу из тыквы,Stoofschotel met pompoen,Stufato di zucca,Kürbiseintopf,南瓜炖菜,南瓜燉菜,Ragoût de citrouille,Guiso de calabaza,Pumpkin Stew
Item_Cook_K_04,Sopa de caracol,Snail Chowder,Soupe de coquillages,조개 차우더,貝のチャウダー,Улитное рагу,Slakkensoep,Zuppa di lumache,Schneckensuppe,贝肉杂烩,貝肉雜燴,Soupe de coquillages,Sopa de caracol,Snail Chowder
Item_Cook_K_05,Guiso de carne gourmet,Gourmet Meat Stew,Ragoût de viande divine,특급 고기 스튜,極上肉シチュー,Жирное рагу,Stoofschotel met wild XXL,Spezzatino di carne XXL,Luxuseintopf,顶级炖肉,頂級燉肉,Ragoût de viande divine,Guiso de carne XXL,Gourmet Meat Stew
Item_Cook_K_06,Crema de hongos,Cream of Mushroom Soup,Velouté de champis,버섯 밀크수프,キノコミルクスープ,Грибное рагу,Paddenstoelencrèmesoep,Zuppa di funghi,Pilzcremesuppe,蘑菇牛奶汤,蘑菇牛奶湯,Velouté de champis,Sopa de setas,Cream of Mushroom Soup
Item_Cook_K_07,Crema de verduras,Cream of Vegetable Soup,Bouillon de légumes,야채 밀크수프,野菜ミルクスープ,Рагу,Groentesoep,Zuppa di verdure,Gemüsesuppe,蔬菜牛奶汤,蔬菜牛奶湯,Bouillon de légumes,Crema de verduras,Cream of Vegetable Soup
Item_Cook_K_08,Guiso de zanahoria,Carrot Stew,Ragoût de carotte,당근 스튜,ニンジンシチュー,Морковное рагу,Stoofschotel met wortel,Stufato di carote,Karotteneintopf,胡萝卜炖菜,胡蘿蔔燉菜,Ragoût de carotte,Guiso de zanahoria,Carrot Stew
Item_Cook_K_09,Leche caliente,Milk,Lait chaud,핫밀크,ホットミルク,Горячее молоко,Warme melk,Latte caldo,Warme Milch,热牛奶,熱牛奶,Lait chaud,Leche caliente,Milk
Item_Cook_L_01,Estofado de monstruo,Monster Stew,Ragoût de monstre,몬스터전골,マモノ煮込み,Рагу монстрони,Stoofschotel met monster,Mostro sobbollito,Monstereintopf,炖怪物,燉怪物,Ragoût de monstre,Estofado de monstruo,Monster Stew
Item_Cook_L_02,Sopa de monstruo,Monster Soup,Soupe de monstre,몬스터수프,マモノスープ,Суп монстрони,Monstersoep,Zuppa di mostro,Monstersuppe,怪物汤,怪物湯,Soupe de monstre,Sopa de monstruo,Monster Soup
Item_Cook_L_03,Pastel de monstruo,Monster Cake,Gâteau au monstre,몬스터 케이크,マモノケーキ,Кекс монстрони,Monstertaart,Torta di mostro,Monsterkuchen,怪物蛋糕,怪物蛋糕,Gâteau au monstre,Pastelito de monstruo,Monster Cake
Item_Cook_L_04,Bolas de arroz con monstruo,Monster Rice Balls,Boulettes au monstre,몬스터 주먹밥,マモノにぎり,Монстрята,Monsterrijstballen,Onigiri di mostro,Monster-Reisbällchen,怪物饭团,怪物飯糰,Boulettes au monstre,Bolas de arroz de monstruo,Monster Rice Balls
Item_Cook_L_05,Monstruo al estilo goron,Monster Curry,Curry de monstre,몬스터 카레,マモノカレー,Гуляш монстрони,Kerrie met monster,Curry di mostro,Monstercurry,怪物咖喱饭,怪物咖哩飯,Curry de monstre,Arroz especiado de monstruo,Monster Curry
Item_Cook_M_01,Pan de trigo,Wheat Bread,Pain au froment,밀 빵,小麦パン,Булка,Tarwebrood,Pagnotta,Weizenbrot,小麦面包,小麥麵包,Pain au froment,Pan de trigo,Wheat Bread
Item_Cook_N_01,Paella marinera,Seafood Paella,Paella de la mer,해물 파에야,海鮮パエリア,Паэлья,Paella,Paella ai frutti di mare,Paella,海鲜杂烩饭,海鮮雜燴飯,Paella de la mer,Arroz con marisco,Seafood Paella
Item_Cook_N_02,Pastel de fruta,Fruitcake,Gâteau aux fruits,프루트케이크,フルーツケーキ,Фруктовый торт,Vruchtentaart,Torta alla frutta,Obsttorte,水果蛋糕,水果蛋糕,Gâteau aux fruits,Pastel de frutas,Fruitcake
Item_Cook_N_03,Omelet vegetal,Vegetable Omelet,Omelette aux herbes,야채 오믈렛,野菜オムレツ,Омлет с зеленью,Groenteomelet,Omelette di verdure,Gemüseomelett,蔬菜煎蛋卷,蔬菜煎蛋卷,Omelette aux herbes,Tortilla vegetal,Vegetable Omelet
Item_Cook_N_04,Revuelto de hongos,Mushroom Omelet,Omelette aux champis,버섯 오믈렛,キノコオムレツ,Омлет с грибами,Paddenstoelenomelet,Omelette di funghi,Pilzomelett,蘑菇煎蛋卷,蘑菇煎蛋卷,Omelette aux champis,Tortilla de setas,Mushroom Omelet
Item_Cook_O_01,Comida sospechosa,Dubious Food,Plat douteux,애매한 요리,微妙な料理,Dubious Food,Mislukte maaltijd,Poltiglia,Dubiose Matsche,奇异的菜肴,奇異的菜餚,Plat douteux,Comida sospechosa,Dubious Food
Item_Cook_O_02,Comida petrificada,Rock-Hard Food,Plat brise-dents,너무 딱딱한 요리,硬すぎ料理,Rock-Hard Food,Keihard eten,Cibo durissimo,Harter Brocken,过硬的菜肴,過硬的菜餚,Plat brise-dents,Comida pesada,Rock-Hard Food
Item_Cook_P_01,Salteado aromático de hongos,Fragrant Mushroom Sauté,Sauté de champis odorant,향긋한 버섯볶음,香りキノコ炒め,Грибы «Арома»,Geurige paddenstoelenmix,Funghi saltati,Duftpilzpfanne,炒香蘑菇,炒香菇,Sauté de champis odorant,Salteado aromático de setas,Fragrant Mushroom Sauté
Item_Cook_P_02,Salteado aromático de hierbas,Herb Sauté,Sauté aux herbes,향긋한 나물볶음,香草炒め,Салат «Арома»,Gesauteerde groente,Erbe saltate,Kräuterpfanne,炒香草,炒香草,Sauté aux herbes,Salteado aromático de hierbas,Herb Sauté
Item_Cook_P_03,Carne especiada,Spiced Meat Skewer,Steak épicé,짐승 스테이크,ケモノステーキ,Шашлык,Wildbiefstuk,Arrosticione,Wild-Schaschlik,烤兽肉串,烤獸肉串,Steak de venaison,Pincho de carne,Spiced Meat Skewer
Item_Cook_P_04,Carne especiada exquisita,Prime Spiced Meat Skewer,Steak épicé fin,상급 짐승 스테이크,上ケモノステーキ,Сочный шашлык,Wildbiefstuk XL,Doppio arrosticione,Edelwild-Schaschlik,高级烤兽肉串,高級烤獸肉串,Steak de venaison fine,Pincho de carne XL,Prime Spiced Meat Skewer
Item_Cook_P_05,Carne especiada gourmet,Gourmet Spiced Meat Skewer,Steak épicé divin,특급 짐승 스테이크,極上ケモノステーキ,Жирный шашлык,Wildbiefstuk XXL,Triplo arrosticione,Luxuswild-Schaschlik,顶级烤兽肉串,頂級烤獸肉串,Steak de venaison divine,Pincho de carne XXL,Gourmet Spiced Meat Skewer
Item_Cook_Q_01,Tomates pochados,Simmered Tomato,Ragoût de tomates,토마토전골,煮込みトマト,Тушеные помидоры,Gesmoorde tomaten,Pomodorini stufati,Kochtomaten,炖番茄,燉番茄,Ragoût de tomates,Tomates pochados,Simmered Tomato
Item_Cook_Q_02,Sopa de tomate,Fruity Tomato Stew,Soupe à la tomate,토마토수프,トマトスープ,Томатный суп,Tomatensoep,Zuppa di pomodorini,Tomatensuppe,番茄汤,番茄湯,Soupe à la tomate,Sopa de tomate,Fruity Tomato Stew
Item_Cook_Q_03,Salteado de tomates al vapor,Steamed Tomatoes,Tomates vapeur,야채 토마토찜,山菜トマト蒸し焼き,Пареный помидор,Gestoomde tomaten,Pomodorini al vapore,Tomaten-Dampfgemüse,蒸野菜番茄,蒸野菜番茄,Tomates vapeur,Salteado de tomates al vapor,Steamed Tomatoes
Item_Cook_Q_04,Guiso de tomate y hongos,Tomato Mushroom Stew,Ragoût tomate-champi,버섯 토마토전골,キノコのトマト煮込み,Рагу «Грибы-овощи»,Paddenstoel-tomaatstoofpot,Stufato rosso di funghi,Pilz-Tomateneintopf,炖蘑菇番茄,燉蘑菇番茄,Ragoût tomate-champi,Guiso de tomate y setas,Tomato Mushroom Stew
Item_Cook_Q_05,Sopa de pescado y tomate,Tomato Seafood Soup,Bouillabaisse,해산물 토마토수프,魚貝トマトスープ,Суп «Помидоры ди маре»,Zeevruchten-tomatensoep,Zuppa rossa di pesce,Tomatenbouillabaisse,海鲜番茄汤,海鮮番茄湯,Bouillabaisse,Sopa de pescado y tomate,Tomato Seafood Soup
Item_Cook_Q_06,Asado vegetal,Cooked Stambulb,Cayeux rôtis,통구이,丸ごと焼き,Лук в мундире,Geroosterde energielook,Arrosto di erbe,Röstknolle,原烧,原燒,Cayeux rôtis,Asado vegetal,Cooked Stambulb
Item_Cook_Q_07,Salteado a la mantequilla,Buttered Stambulb,Gousse sautée,버터볶음,バター炒め,Тушеный лук,Boterlook,Verdure al burro,Butterknolle,炒黄油,炒奶油,Gousse sautée,Salteado a la mantequilla,Buttered Stambulb
Item_Cook_Q_08,Arroz frito,Crunchy Fried Rice,Riz frit,고슬고슬 볶음밥,パラパラチャーハン,Хрустящий жареный рис,Gebakken rijst,Riso fritto,Bratreis,啪啦啪啦炒饭,啪啦啪啦炒飯,Riz frit,Arroz frito,Crunchy Fried Rice
Item_Cook_Q_09,Pay de queso,Cheesecake,Gâteau au fromage,치즈 케이크,チーズケーキ,Чизкейк,Cheesecake,Torta al formaggio,Käsekuchen,起司蛋糕,起司蛋糕,Cheesecake,Tarta de queso,Cheesecake
Item_Cook_Q_10,Arroz al queso,Cheesy Risotto,Risotto crémeux,치즈 리조또,チーズリゾット,Сырное ризотто,Kaasrisotto,Risotto al formaggio,Käserisotto,起司烩饭,起司燉飯,Risotto crémeux,Arroz al queso,Cheesy Risotto
Item_Cook_R_01,Omelet con queso,Cheesy Omelet,Omelette au fromage,치즈 오믈렛,チーズオムレツ,Сырный омлет,Kaasomelet,Omelette al formaggio,Käseomelett,起司煎蛋卷,起司煎蛋卷,Omelette au fromage,Tortilla con queso,Cheesy Omelet
Item_Cook_R_02,Arroz cremoso con verduras,Veggie Porridge,Gruau aux légumes,야채 우유 죽,山菜ミルクがゆ,Молочная каша с овощами,Groenterijstepap,Riso al latte con verdure,Milch-Gemüserisotto,野菜牛奶粥,野菜牛奶粥,Gruau aux légumes,Arroz cremoso con verduras,Veggie Porridge
Item_Cook_R_03,Noble afán,Noble Pursuit,Vaï Meets Voï,브아이 밋 브오이,ヴァーイミーツヴォーイ,«Воой-да-ваай»,Meiden en jongens,Vay meets voy,„Vaai will Vooi“,芭伊遇上伯伊,芭伊遇上伯伊,Vaï Meets Voï,Shiok y shiak,Noble Pursuit
Item_Cook_R_04,Pizza de tomate,Hylian Tomato Pizza,Pizza à la tomate,토마토 피자,トマトピザ,Пицца с помидорами,Tomatenpizza,Pizza ai pomodorini,Tomatenpizza,番茄披萨,番茄披薩,Pizza à la tomate,Pizza de tomate,Hylian Tomato Pizza
Item_Cook_R_05,Guiso de pescado al aceite,Fragrant Seafood Stew,Ragoût de la mer,오일 해산물전골,魚貝オイル煮込み,Дары моря в масле,Vis-lookstoofschotel,Stufato di pesce all'olio,Meeresfrüchteeintopf,油炖海鲜,油燉海鮮,Ragoût de la mer,Guiso de pescado al aceite,Fragrant Seafood Stew
Item_Cook_R_06,Jamoncito de ave frito,Deep-Fried Drumstick,Pilons de volaille frits,오일 새 고기 튀김,トリ肉オイル揚げ,Ножка во фритюре,Gefrituurd gevogelte,Pollame fritto,Frittier-Geflügel,油炸禽肉,油炸禽肉,Pilons de volaille frits,Carne de ave frita,Deep-Fried Drumstick
Item_Cook_R_07,Muslo de ave frito,Deep-Fried Thigh,Cuisses de volaille frites,오일 상급 새 고기 튀김,上トリ肉オイル揚げ,Окорок во фритюре,Gefrituurd gevogelte XL,Pollame XL fritto,Frittier-Edelgeflügel,油炸高级禽肉,油炸高級禽肉,Cuisses de volaille frites,Carne de ave XL frita,Deep-Fried Thigh
Item_Cook_R_08,Ave entera frita,Deep-Fried Bird Roast,Volaille frite,오일 특급 새 고기 튀김,極上トリ肉オイル揚げ,Тушка во фритюре,Gefrituurd gevogelte XXL,Pollame XXL fritto,Frittier-Luxusgeflügel,油炸顶级禽肉,油炸頂級禽肉,Volaille frite,Carne de ave XXL frita,Deep-Fried Bird Roast
Item_Cook_R_09,Pan gratinado,Melty Cheesy Bread,Tartine gratinée,사르르 치즈 빵,とろとろチーズパン,Хлебец с сыром,Gegratineerd brood,Pane gratinato,Schmelzkäsebrot,黏糊糊起司面包,黏糊糊起司麵包,Tartine gratinée,Pan gratinado,Melty Cheesy Bread
Item_Cook_R_10,Pescado gratinado,Cheesy Baked Fish,Gratin de la mer,해산물과 치즈구이,鮮魚のチーズ焼き,Печеная рыба с сыром,Gegratineerde vis,Pesce gratinato,Käsebackfisch,鲜鱼起司焗烤,鮮魚起司焗烤,Gratin de la mer,Pescado gratinado,Cheesy Baked Fish
Item_Cook_S_01,Arroz al curry con queso,Cheesy Curry,Curry au fromage,치즈 카레,チーズカレー,Сырный карри,Kerrie met kaas,Curry e formaggio,Käsecurry,起司咖喱,起司咖哩,Curry au fromage,Arroz especiado con queso,Cheesy Curry
Item_Cook_S_02,Carne con queso,Cheesy Meat Bowl,Riz viande gratiné,치즈 짐승 고기덮밥,チーズケモノ肉丼,Гуляш с сыром,Vlees en kaas,Carne con formaggio,Fleisch mit Käse,起司兽肉盖饭,起司獸肉蓋飯,Riz à la venaison gratiné,Carne con queso,Cheesy Meat Bowl
Item_Cook_S_03,Carne exquisita con queso,Prime Cheesy Meat Bowl,Riz viande fine gratiné,상급 치즈 짐승 고기덮밥,上チーズケモノ肉丼,Лакомый гуляш с сыром,Vlees en kaas XL,Carne con formaggio XL,Edelfleisch mit Käse,起司高级兽肉盖饭,起司高級獸肉蓋飯,Riz viande fine gratiné,Carne XL con queso,Prime Cheesy Meat Bowl
Item_Cook_S_04,Carne gourmet con queso,Gourmet Cheesy Meat Bowl,Riz viande divine gratiné,특급 치즈 짐승 고기덮밥,極上チーズケモノ肉丼,Гурманский гуляш с сыром,Vlees en kaas XXL,Carne con formaggio XXL,Luxusfleisch mit Käse,起司顶级兽肉盖饭,起司頂級獸肉蓋飯,Riz viande divine gratiné,Carne XXL con queso,Gourmet Cheesy Meat Bowl
Item_Cook_S_05,Guiso embrujado,Dark Stew,Ragoût de génie,마인전골,マジン煮込み,Колдунское рагу,Duivelsstoofpot,Stufato stregonesco,Magiereintopf,魔人炖煮,魔人燉煮,Ragoût de génie,Guiso embrujado,Dark Stew
Item_Cook_S_06,Bolas de arroz embrujadas,Dark Rice Ball,Boulettes de génie,마인 주먹밥,マジンにぎり,Колдунские рисики,Duivelsrijstbal,Onigiri stregoneschi,Magierreisbällchen,魔人饭团,魔人飯糰,Boulettes de génie,Bolas de arroz embrujadas,Dark Rice Ball
Item_Cook_S_07,Sopa embrujada,Dark Soup,Soupe de génie,마인수프,マジンスープ,Колдунский суп,Duivelssoep,Zuppa stregonesca,Magiersuppe,魔人汤,魔人湯,Soupe de génie,Sopa embrujada,Dark Soup
Item_Cook_S_08,Arroz especiado embrujado,Dark Curry,Curry de génie,마인 카레,マジンカレー,Колдунский карри,Duivelskerrie,Curry stregonesco,Magier-Curry,魔人咖喱饭,魔人咖哩飯,Curry de génie,Arroz especiado embrujado,Dark Curry
Item_Cook_S_09,Pastelito embrujado,Dark Cake,Gâteau de génie,마인 케이크,マジンケーキ,Колдунский рулет,Duivelscake,Torta stregonesca,Magierkuchen,魔人蛋糕,魔人蛋糕,Gâteau de génie,Pastelito embrujado,Dark Cake
Item_Cook_S_10,Tomates con queso,Cheesy Tomato,Tomates au fromage,치즈 토마토,チーズトマト,Помидор с сыром,Tomaat en kaas,Pomodorini al formaggio,Tomate mit Käse,起司番茄,起司番茄,Tomates au fromage,Tomates con queso,Cheesy Tomato
Item_RoastFish_01,Lubina de Hyrule asada,Roasted Bass,Perche grillée,구운 배스,焼きバス,Жареный окунь,Gegrilde baars,Aspio cotto,Röstbarsch,烤鲈鱼,烤鱸魚,Perche grillée,Lubina de Hyrule asada,Roasted Bass
Item_RoastFish_02,Lubina longeva asada,Roasted Hearty Bass,Perche max grillée,구운 맥스배스,焼きマックスバス,Жареный чудо-окунь,Gegrilde hartenbaars,Aspio vivax cotto,Röst-Maxi-Barsch,烤生命鲈鱼,烤生命鱸魚,Perche max grillée,Lubina vivaz asada,Roasted Hearty Bass
Item_RoastFish_03,Trucha asada,Roasted Trout,Truite grillée,구운 송어,焼きマス,Жареная форель,Gegrilde forel,Trota cotta,Röstforelle,烤鳟鱼,烤鱒魚,Truite grillée,Trucha asada,Roasted Trout
Item_RoastFish_04,Salmón ardoroso asado,Roasted Hearty Salmon,Saumon max grillé,구운 맥스연어,焼きマックスサーモン,Жареная чудо-семга,Gegrilde hartenzalm,Salmone vivax cotto,Röst-Maxi-Lachs,烤生命鲑鱼,烤生命鮭魚,Saumon max grillé,Salmón vivaz asado,Roasted Hearty Salmon
Item_RoastFish_07,Carpa asada,Roasted Carp,Carpe grillée,구운 잉어,焼きゴイ,Жареный сазан,Gegrilde karper,Carpa cotta,Röstkarpfen,烤鲤鱼,烤鯉魚,Carpe grillée,Carpa asada,Roasted Carp
Item_RoastFish_09,Besugo asado,Roasted Porgy,Daurade grillée,구운 도미,焼きダイ,Жареный пагр,Gegrilde brasem,Orata cotta,Röstschnapper,烤鲷鱼,烤鯛魚,Daurade grillée,Dorada asada,Roasted Porgy
Item_RoastFish_13,Caracol aguzado asado,Sneaky River Escargot,Escargot silencio grillé,구운 은밀우렁이,焼きシノビタニシ,Жареный тихоход,Geroosterde sluipslak,Lumaca silente cotta,Röst-Schleichschnecke,烤潜行田螺,烤潛行田螺,Escargot silencio grillé,Caracol sigiloso asado,Sneaky River Escargot
Item_RoastFish_15,Cangrejo asado,Blackened Crab,Crabe grillé,구운 게,焼きガニ,Жареный краб,Geroosterde krab,Granchio cotto,Röstkrabbe,烤螃蟹,烤螃蟹,Crabe grillé,Cangrejo asado,Blackened Crab
Item_RoastFish_16,Arowana asado,Roasted Arowana,Arowana grillé,구운 아로와나,焼きアロワナ,Жареная аравана,Gegrilde arowana,Arowana cotto,Röst-Arowana,烤骨舌鱼,烤骨舌魚,Arowana grillé,Arowana asado,Roasted Arowana
Item_RoastFish_18,Pez cavernario asado,Roasted Cave Fish,Troglodus grillé,구운 동굴어,焼きホラウオ,Жареный пещерный вспышник,Gegrilde grotvis,Cavernario cotto,Röst-Höhlenfisch,烤霍拉鱼,烤霍拉魚,Troglodus grillé,Pez cavernario asado,Roasted Cave Fish
Item_Roast_01,Filete asado,Seared Steak,Viande grillée,구운 짐승 고기,焼きケモノ肉,Жареное филе,Gegrild wild,Carne cotta,Grill-Wild,烤兽肉,烤獸肉,Viande grillée,Carne de caza asada,Seared Steak
Item_Roast_02,Jamoncito de ave asado,Roasted Bird Drumstick,Volaille grillée,구운 새 고기,焼きトリ肉,Жареная ножка,Gegrild gevogelte,Pollame cotto,Grill-Geflügel,烤禽肉,烤禽肉,Volaille grillée,Carne de ave asada,Roasted Bird Drumstick
Item_Roast_03,Manzana asada,Baked Apple,Pomme grillée,구운 사과,焼きリンゴ,Печеное яблоко,Geroosterde appel,Mela cotta,Röstapfel,烤苹果,烤蘋果,Pomme grillée,Manzana asada,Baked Apple
Item_Roast_04,Hongo perenne asado,Toasty Stamella Shroom,Champi enduro grillé,구운 원기버섯,焼きガンバリダケ,Жареный бодренок,Geroosterde pepzwam,Vigorino cotto,Röstausdauerling,烤精力蘑菇,烤精力蘑菇,Champi enduro grillé,Seta vigorosa asada,Toasty Stamella Shroom
Item_Roast_05,Trufa centenaria asada,Toasted Hearty Truffle,Truffe max grillée,구운 맥스트러플,焼きマックストリュフ,Жареный чудо-трюфель,Geroosterde harttruffel,Cuortufo nero cotto,Röst-Trüffel,烤生命松露,烤生命松露,Truffe max grillée,Trufa vivaz asada,Toasted Hearty Truffle
Item_Roast_06,Hongo de Hyrule asado,Toasty Hylian Shroom,Champi d'Hyrule grillé,구운 하이랄버섯,焼きハイラルダケ,Жареный хайруловик,Geroosterde Hyrule-zwam,Hyrulino cotto,Röst-Hyrule-Pilz,烤海拉鲁蘑菇,烤海拉魯蘑菇,Champi d'Hyrule grillé,Seta de Hyrule asada,Toasty Hylian Shroom
Item_Roast_07,Frambuesa asada,Roasted Wildberry,Baie grillée,구운 딸기,焼きイチゴ,Печеная малина,Geroosterde bes,Lampone cotto,Röst-Wildbeere,烤草莓,烤草莓,Baie grillée,Frambuesa asada,Roasted Wildberry
Item_Roast_08,Fruta aislante asada,Roasted Voltfruit,Fruit volt grillé,구운 찌릿찌릿프루트,焼きビリビリフルーツ,Печеный грозалис,Geroosterde schokvrucht,Frutto shock cotto,Röst-Zitterfrucht,烤酥麻水果,烤酥麻水果,Fruit volt grillé,Fruta electro asada,Roasted Voltfruit
Item_Roast_10,Coco asado,Baked Palm Fruit,Noix de coco grillée,구운 야자열매,焼きヤシの実,Печеный кокос,Geroosterde kokosnoot,Noce di palma cotta,Röst-Palmfrucht,烤椰子,烤椰子,Noix de coco grillée,Coco asado,Baked Palm Fruit
Item_Roast_11,Plátanos bélicos asados,Roasted Mighty Bananas,Bananes lame grillées,구운 칼날바나나,焼きツルギバナナ,Печеные бананы,Geroosterde knokbanaan,Bananalame cotte,Röst-Schwertbanane,烤大剑香蕉,烤大劍香蕉,Bananes lame grillées,Plátanos recios asados,Roasted Mighty Bananas
Item_Roast_12,Sandía del oasis asada,Roasted Hydromelon,Melon glagla grillé,구운 썰렁멜론,焼きヒンヤリメロン,Печеный арбуз,Geroosterde watermeloen,Melone fresco cotto,Röst-Frostmelone,烤冰冷蜜瓜,烤冰冷蜜瓜,Melon glagla grillé,Sandía gélida asada,Roasted Hydromelon
Item_Roast_13,Chile abrasador asado,Charred Pepper,Piment grillé,구운 따끈따끈초 열매,焼きポカポカ草の実,Жареный перец,Geroosterde peper,Caldoperone cotto,Röst-Chili,烤暖暖草果,烤暖暖草果,Piment grillé,Baya ígnea asada,Charred Pepper
Item_Roast_15,Calabaza robusta asada,Baked Fortified Pumpkin,Citrouille armo grillée,구운 갑옷호박,焼きヨロイカボチャ,Печеная латная тыква,Geroosterde pompoen,Corazzucca cotta,Röst-Rüstungskürbis,烤铠甲南瓜,烤鎧甲南瓜,Citrouille armo grillée,Calabaza robusta asada,Baked Fortified Pumpkin
Item_Roast_16,Loto vaivén asado,Roasted Lotus Seeds,Fruit de lotus tempo grillé,구운 고고연꽃 열매,焼きゴーゴーハスの実,Печеный прыть-лотос,Geroosterde looplotus,Slancioloto cotto,Röst-Spurtlotos,烤速速莲蓬,烤速速蓮蓬,Fruit de lotus tempo grillé,Semilla de loto asada,Roasted Lotus Seeds
Item_Roast_18,Rábano asado,Roasted Radish,Radis max grillé,구운 순무,焼きラディッシュ,Печеный редис,Geroosterde hartradijs,Cuoranello cotto,Röstrübe,烤小萝卜,烤小蘿蔔,Radis max grillé,Rábano asado,Roasted Radish
Item_Roast_19,Rábano grande asado,Roasted Big Radish,Gros radis max grillé,구운 큰순무,焼き大ラディッシュ,Печеный суперредис,Geroosterde hartradijs XL,Cuoranello grande cotto,Große Röstrübe,烤大萝卜,烤大蘿蔔,Gros radis max grillé,Rábano grande asado,Roasted Big Radish
Item_Roast_24,Zanahoria rauda asada,Roasted Swift Carrot,Carotte tempo grillée,구운 고고당근,焼きゴーゴーニンジン,Печеная прыть-морковь,Geroosterde sprintwortel,Carota sprint cotta,Röst-Spurtkarotte,烤速速胡萝卜,烤速速胡蘿蔔,Carotte tempo grillée,Zanahoria rauda asada,Roasted Swift Carrot
