id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
CheckPoint014,Raíz de Qoro'nui,Koro-nui Lightroot,Racine Qolo Nuï,쿠로오음우이의 뿌리,クロオンウイの根,Корень Укоро-Нуи,Koro-nui-wortel,Radice di Ukoro Nuj,Qoro-nu’i-Wurzel,克罗欧恩乌伊之根,克羅歐恩烏伊之根,Racine Qolo Nuï,Raíz de Qoro'nui,Koro-nui Lightroot
CheckPoint116,Raíz de Qotimab,Kotimab Lightroot,Racine Aqot Imav,카토미바의 뿌리,カトミバの根,Корень Акотимаб,Kotimab-wortel,Radice di Aqotimab,Kotimab-Wurzel,卡托米巴之根,卡托米巴之根,Racine Aqot Imav,Raíz de Qotimab,Kotimab Lightroot
CheckPoint078,Raíz de Qua'iraus,Kawiraus Lightroot,Racine Aqau Ilaüs,카와리아스의 뿌리,カワリアスの根,Корень Акавираус,Kawiraus-wortel,Radice di Qaw Iraws,Akaw-ira’uz-Wurzel,卡瓦里阿斯之根,卡瓦里阿斯之根,Racine Aqau Ilaüs,Raíz de Qua'iraus,Kawiraus Lightroot
CheckPoint090,Raíz de Qusa'gi,Kuhsagi Lightroot,Racine Qux Agi,쿠슈가이의 뿌리,クユシガイの根,Корень Укюсаги,Kuhsagi-wortel,Radice di Quhsagi,Kusagi-Wurzel,克秀嘎伊之根,克秀嘎伊之根,Racine Qux Agi,Raíz de Qusa'gi,Kuhsagi Lightroot
CheckPoint118,Raíz de Qusari,Kasari Lightroot,Racine Uqas Ali,쿠사라이의 뿌리,クサライの根,Корень Укасари,Kasari-wortel,Radice di Ukasari,Kazari-Wurzel,库萨拉伊之根,庫薩拉伊之根,Racine Uqas Ali,Raíz de Qusari,Kasari Lightroot
CheckPoint097,Raíz de Quseioam,Sekioam Lightroot,Racine Aqseq Iöam,카스케이오마의 뿌리,カスケイオマの根,Корень Аксэк-Йоам,Sekioam-wortel,Radice di Kuhs Ekiom,Kuz-ki’o’am-Wurzel,卡斯凯伊欧马之根,卡斯凱伊歐馬之根,Racine Aqseq Iöam,Raíz de Quseioam,Sekioam Lightroot
CheckPoint140,Raíz de Ras'inaduq,Rasinaduk Lightroot,Racine Alas Inaduq,라사니다쿠의 뿌리,ラサニダクの根,Корень Арасинадук,Rasinaduk-wortel,Radice di Rhas Naduk,Araz-inaduk-Wurzel,拉萨尼达克之根,拉薩尼達克之根,Racine Alas Inaduq,Raíz de Ras'inaduq,Rasinaduk Lightroot
CheckPoint005,Raíz de Ri'qonasum,Rikonasum Lightroot,Racine Aliq Onasum,라키노사무의 뿌리,ラキノサムの根,Корень Ариконасум,Rikonasum-wortel,Radice di Ariko Nasum,Ariqnazum-Wurzel,拉奇诺萨姆之根,拉奇諾薩姆之根,Racine Aliq Onasum,Raíz de Ri'qonasum,Rikonasum Lightroot
CheckPoint126,Raíz de Ru'uqam,Sikurukam Lightroot,Racine Asiq Ulqam,사키루쿠마의 뿌리,サキルクマの根,Корень Асикурукам,Sikurukam-wortel,Radice di Asik Urukam,Azik’urqam-Wurzel,萨奇鲁克马之根,薩奇魯克馬之根,Racine Asiq Ulqam,Raíz de Ru'uqam,Sikurukam Lightroot
CheckPoint135,Raíz de Rusaqam,Arusakam Lightroot,Racine Alus Aqam,라스카마의 뿌리,ラスカマの根,Корень Арусакам,Arusakam-wortel,Radice di Arusaqam,Arusakam-Wurzel,拉斯卡马之根,拉斯卡馬之根,Racine Alus Aqam,Raíz de Rusaqam,Arusakam Lightroot
CheckPoint095,Raíz de Sih'aiam,Kisihayam Lightroot,Racine Aqisih Ayam,카시히야마의 뿌리,カシヒヤマの根,Корень Акисих-Яам,Kisihayam-wortel,Radice di Qisi Haym,Akhsih-ayam-Wurzel,卡希喜亚马之根,卡希喜亞馬之根,Racine Aqisih Ayam,Raíz de Sih'aiam,Kisihayam Lightroot
CheckPoint040,Raíz de Siqatag,Sikatag Lightroot,Racine Asiq Atag,사키타가의 뿌리,サキタガの根,Корень Асикатаг,Sikatag-wortel,Radice di Asiqatag,Azik-atag-Wurzel,萨奇塔嘎之根,薩奇塔嘎之根,Racine Asiq Atag,Raíz de Siqatag,Sikatag Lightroot
CheckPoint044,Raíz de Siqu'tamaq,Sikutamak Lightroot,Racine Asiq Utamaq,사키츠마카의 뿌리,サキツマカの根,Корень Асикуцамак,Sikutamak-wortel,Radice di Sikuz Mak,Asik-utmak-Wurzel,萨奇兹马卡之根,薩奇茲馬卡之根,Racine Asiq Utamaq,Raíz de Siqu'tamaq,Sikutamak Lightroot
CheckPoint096,Raíz de Situsom,Sisustom Lightroot,Racine Isis Utom,시시츠모의 뿌리,シシツモの根,Корень Исисуцом,Sisustom-wortel,Radice di Hisut Zom,Jisutom-Wurzel,希希兹摩之根,希希茲摩之根,Racine Isis Utom,Raíz de Situsom,Sisustom Lightroot
CheckPoint081,Raíz de Suuqas,Usukaz Lightroot,Racine Aqus Qaz,쿠스쿠자의 뿌리,クスクザの根,Корень Уксказд,Usukaz-wortel,Radice di Quhs Qax,Kuzuqas-Wurzel,克斯克扎之根,克斯克扎之根,Racine Aqus Qaz,Raíz de Suuqas,Usukaz Lightroot
CheckPoint133,Raíz de Ta'amnet,Netamnet Lightroot,Racine Netam Net,음테마음테의 뿌리,テマンテの根,Корень Нэтаммэт,Netamnet-wortel,Radice di Netamnet,Ne-tamnet-Wurzel,恩帖马恩帖之根,恩帖馬恩帖之根,Racine Netam Net,Raíz de Ta'amnet,Netamnet Lightroot
CheckPoint047,Raíz de Taat'aiam,Tatayam Lightroot,Racine Atat Ayam,타타야마의 뿌리,タタヤマの根,Корень Ататя-Ам,Tatayam-wortel,Radice di Mata Taim,Atat-ayam-Wurzel,塔塔亚马之根,塔塔亞馬之根,Racine Atat Ayam,Raíz de Taat'aiam,Tatayam Lightroot
CheckPoint088,Raíz de Tai'amiq,Tayamik Lightroot,Racine Atay Amiq,타야마키의 뿌리,タヤマキの根,Корень Атя-Амик,Tayamik-wortel,Radice di Atayamik,Taj-amik-Wurzel,塔亚马奇之根,塔亞馬奇之根,Racine Atay Amiq,Raíz de Tai'amiq,Tayamik Lightroot
CheckPoint119,Raíz de Taq'aruq,Takaruk Lightroot,Racine Ataq Aluq,타카라쿠의 뿌리,タカラクの根,Корень Атакарук,Takaruk-wortel,Radice di Nataq Ruq,Taqaruk-Wurzel,塔卡拉克之根,塔卡拉克之根,Racine Ataq Aluq,Raíz de Taq'aruq,Takaruk Lightroot
CheckPoint079,Raíz de Ti'aduqar,Jadukakar Lightroot,Racine Otiz Aduq Aqal,토지구쿠카라의 뿌리,トジダクカラの根,Корень Отиз-Дадукакар,Jadukakar-wortel,Radice di Qaduq Khar,Tijdaduk-akar-Wurzel,托吉达克卡拉之根,托吉達克卡拉之根,Racine Otiz Aduq Aqal,Raíz de Ti'aduqar,Jadukakar Lightroot
CheckPoint065,Raíz de Tiqa'nur,Tikanur Lightroot,Racine Atiq Anur,타키나루의 뿌리,タキナルの根,Корень Атиканур,Tikanur-wortel,Radice di Atikanur,Atik-anur-Wurzel,塔奇纳鲁之根,塔奇納魯之根,Racine Atiq Anur,Raíz de Tiqa'nur,Tikanur Lightroot
CheckPoint080,Raíz de U'iqatisar,Kawikatisar Lightroot,Racine Aqau Iqatisal,카와키타시라의 뿌리,カワキタシラの根,Корень Акавикатисар,Kawikatisar-wortel,Radice di Kawi Katsar,Akaw-ikathsar-Wurzel,卡瓦奇塔希拉之根,卡瓦奇塔希拉之根,Racine Aqau Iqatisal,Raíz de U'iqatisar,Kawikatisar Lightroot
CheckPoint141,Raíz de U'nuoi,U-u-ujoj Lightroot,Racine Uü Ujoj,우우쥬죠의 뿌리,ウウユジョジの根,Корень У-Юздёзд,U-u-ujoj-wortel,Radice di Kuh Hoj,U-u’jdojd-Wurzel,乌乌久乔之根,烏烏久喬之根,Racine Uü Ujoj,Raíz de U'nuoi,U-u-ujoj Lightroot
CheckPoint113,Raíz de U'ogoi,Uogoj Lightroot,Racine Uög Oj,우고죠의 뿌리,ウゴヨジの根,Корень Уогёзд,Uogoj-wortel,Radice di Uogoj,U-ogojd-Wurzel,乌高乔之根,烏高喬之根,Racine Uög Oj,Raíz de U'ogoi,Uogoj Lightroot
CheckPoint104,Raíz de Uamuqit,Mihcihc Lightroot,Racine Uäm Itit,우마치치의 뿌리,ウマチチの根,Корень Уамитит,Mihcihc-wortel,Radice di Uam Hkihc,U’amtijt-Wurzel,乌马奇奇之根,烏馬奇奇之根,Racine Uäm Itit,Raíz de Uamuqit,Mihcihc Lightroot
CheckPoint025,Raíz de Uaqa'rus,Kawakarut Lightroot,Racine Aqau Aqalut,카와카라츠의 뿌리,カワカラツの根,Корень Акавакаруц,Kawakarut-wortel,Radice di Hawak Ruz,Akaw-qarut-Wurzel,卡瓦卡拉兹之根,卡瓦卡拉茲之根,Racine Aqau Aqalut,Raíz de Uaqa'rus,Kawakarut Lightroot
CheckPoint084,Raíz de Ui'noili,Nojoj Lightroot,Racine Uïn Ojoj,우니죠죠의 뿌리,ウニョジョジの根,Корень Уинёз-Дёзд,Nojoj-wortel,Radice di Uynog Hoj,U’inojdojd-Wurzel,乌尼乔乔之根,烏尼喬喬之根,Racine Uïn Ojoj,Raíz de Ui'noili,Nojoj Lightroot
CheckPoint130,Raíz de Ui'siqoi,Uisihcoj Lightroot,Racine Uïx Itoj,우시치죠의 뿌리,ウシチョジの根,Корень Уиситёзд,Uisihcoj-wortel,Radice di Uhs Ihcoj,U’isistoj-Wurzel,乌希奇乔之根,烏希奇喬之根,Racine Uïx Itoj,Raíz de Ui'siqoi,Uisihcoj Lightroot
CheckPoint101,Raíz de Uinoi,Uinoj Lightroot,Racine Uïn Oj,우니죠의 뿌리,ウニョジの根,Корень Уинёзд,Uinoj-wortel,Radice di Uli Noj,U’inoj-Wurzel,乌尼乔之根,烏尼喬之根,Racine Uïn Oj,Raíz de Uinoi,Uinoj Lightroot
CheckPoint028,Raíz de Uisu'aiam,Yisuayam Lightroot,Racine Uyisu Ayam,유시우야마의 뿌리,ユシウヤマの根,Корень Юисуяам,Yisuayam-wortel,Radice di Umis Uyam,U’isu-ayam-Wurzel,尤希乌亚马之根,尤希烏亞馬之根,Racine Uyisu Ayam,Raíz de Uisu'aiam,Yisuayam Lightroot
CheckPoint031,Raíz de Uitoqe,Uihcoke Lightroot,Racine Uït Oqe,우치코에의 뿌리,ウチコエの根,Корень Уитокэ,Uihcoke-wortel,Radice di Uy Ihcoke,U’istoke-Wurzel,乌奇可艾之根,烏奇可艾之根,Racine Uït Oqe,Raíz de Uitoqe,Uihcoke Lightroot
CheckPoint107,Raíz de Uo'iqot,Yikot Lightroot,Racine Uöy Iqot,우요키토의 뿌리,ウヨキトの根,Корень Уёикот,Yikot-wortel,Radice di Uiy Qot,U’ojkot-Wurzel,乌悠奇拖之根,烏悠奇拖之根,Racine Uöy Iqot,Raíz de Uo'iqot,Yikot Lightroot
CheckPoint030,Raíz de Uoi'loiq,Uoyoyuik Lightroot,Racine Uöyoy Uïq,우요요우키의 뿌리,ウヨヨウキの根,Корень Уё-Уик,Uoyoyuik-wortel,Radice di Uy Oik,U-jojuik-Wurzel,乌悠悠乌奇之根,烏悠悠烏奇之根,Racine Uöyoy Uïq,Raíz de Uoi'loiq,Uoyoyuik Lightroot
CheckPoint004,Raíz de Uonit'aiam,Nihcayam Lightroot,Racine Uönit Ayam,우노치야마의 뿌리,ウノチヤマの根,Корень Уонитя-Ам,Nihcayam-wortel,Radice di Uoni Hcaym,U’onist-ayam-Wurzel,乌诺奇亚马之根,烏諾奇亞馬之根,Racine Uönit Ayam,Raíz de Uonit'aiam,Nihcayam Lightroot
CheckPoint022,Raíz de Uqora'qus,Korakut Lightroot,Racine Uqol Aqut,쿠로카츠의 뿌리,クロカツの根,Корень Укоракуц,Korakust-wortel,Radice di Qoraa Qut,Koraqust-Wurzel,克罗卡兹之根,克羅卡茲之根,Racine Uqol Aqut,Raíz de Uqora'qus,Korakut Lightroot
CheckPoint000,Raíz de Us'aqiat,Stakijat Lightroot,Racine Utaq Ijat,츠카지타의 뿌리,ツカジタの根,Корень Уцакиздат,Stakijat-wortel,Radice di Taqijat,Staqijdat-Wurzel,兹卡吉塔之根,茲卡吉塔之根,Racine Utaq Ijat,Raíz de Us'aqiat,Stakijat Lightroot
CheckPoint136,Raíz de Us'inonoiq,Sinonoyk Lightroot,Racine Uïsin Onoyq,우시니노쿄의 뿌리,ウシニノヨキの根,Корень Уисинонёк,Sinonoyk-wortel,Radice di Uhsi Nonoq,Uisinnojk-Wurzel,乌希尼诺巧之根,烏希尼諾巧之根,Racine Uïsin Onoyq,Raíz de Us'inonoiq,Sinonoyk Lightroot
CheckPoint138,Raíz de Wasan'oi,Uasnoj Lightroot,Racine Uäs Noj,우사음죠의 뿌리,ウサンヨジの根,Корень Уаснёзд,Uasnoj-wortel,Radice di Uasnoj,Uhaznoj-Wurzel,乌萨恩乔之根,烏薩恩喬之根,Racine Uäs Noj,Raíz de Wasan'oi,Uasnoj Lightroot
