id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Dungeon086,Santuario de Ota'aq,Otak Shrine,Sanctuaire Ota Qalqa,오타카카의 사당,オタカカの祠,Святилище Отакако,Tempel van Otak,Sacrario di Ou Taqah,Otakka-Schrein,欧塔卡卡神庙,歐塔卡卡神廟,Sanctuaire Ota Qalqa,Santuario de Ota'aq,Otak Shrine
Dungeon075,Santuario de Otusu'um,Otutsum Shrine,Sanctuaire Otu Tuma,오츠츠마의 사당,オツツマの祠,Святилище Оцуцума,Tempel van Otutsum,Sacrario di Oz Xumah,Ottuma-Schrein,欧兹兹马神庙,歐茲茲馬神廟,Sanctuaire Otu Tuma,Santuario de Otusu'um,Otutsum Shrine
Dungeon036,Santuario de Oxoza'un,Oshozan-u Shrine,Sanctuaire Oxo Sagnu,오쇼자음우의 사당,オショザンウの祠,Святилище Осёдзан-У,Tempel van Oshozan-u,Sacrario di Osh Ozanu,Oshosan-u-Schrein,欧修扎恩乌神庙,歐修扎恩烏神廟,Sanctuaire Oxo Sagnu,Santuario de Osioza'un,Oshozan-u Shrine
Dungeon115,Santuario de Pup'uqe,Pupunke Shrine,Sanctuaire Pupun Qe,푸푸음케의 사당,ププンケの祠,Святилище Пупункэ,Tempel van Pupunke,Sacrario di Purpun Qen,Pupunke-Schrein,普普恩凯神庙,普普恩凱神廟,Sanctuaire Pupun Qe,Santuario de Pup'uqe,Pupunke Shrine
Dungeon105,Santuario de Qa'atanau,Kahatanaum Shrine,Sanctuaire Qahata Naüme,카하타나우메의 사당,カハタナウメの祠,Святилище Кахатанаумэ,Tempel van Kahatanaum,Sacrario di Qahtan Ume,Kahatana-um-Schrein,卡哈塔纳乌每神庙,卡哈塔納烏每神廟,Sanctuaire Qahata Naüme,Santuario de Qa'atanau,Kahatanaum Shrine
Dungeon050,Santuario de Qadaunir,Kadaunar Shrine,Sanctuaire Gata Unali,카다우나리의 사당,カダウナリの祠,Святилище Кадаунари,Tempel van Kadaunar,Sacrario di Qadau Nali,Kada’unar-Schrein,卡达乌纳里神庙,卡達烏納里神廟,Sanctuaire Gata Unali,Santuario de Qadaunir,Kadaunar Shrine
Dungeon044,Santuario de Qamat'uqis,Kamatukis Shrine,Sanctuaire Qamatu Qisa,카마츠키사의 사당,カマツキサの祠,Святилище Камацукиса,Tempel van Kamatukis,Sacrario di Kam Zukis,Kamtu-kisa-Schrein,卡马兹奇萨神庙,卡馬茲奇薩神廟,Sanctuaire Qamatu Qisa,Santuario de Qamat'uqis,Kamatukis Shrine
Dungeon077,Santuario de Qamiz'una,Kamizun Shrine,Sanctuaire Qami Zuna,카미즈나의 사당,カミズナの祠,Святилище Камидзуна,Tempel van Kamizun,Sacrario di Qami Zuna,Kamisun-Schrein,卡米诸纳神庙,卡米諸納神廟,Sanctuaire Qami Zuna,Santuario de Qamiz'una,Kamizun Shrine
Dungeon033,Santuario de Qaratag,Karahatag Shrine,Sanctuaire Qalaha Tagi,카라하타기의 사당,カラハタギの祠,Святилище Карахатаги,Tempel van Karahatag,Sacrario di Kara Hatagi,Kara-hatagi-Schrein,卡拉哈塔基神庙,卡拉哈塔基神廟,Sanctuaire Qalaha Tagi,Santuario de Qaratag,Karahatag Shrine
Dungeon088,Santuario de Qima'iat,Kimayat Shrine,Sanctuaire Qima Yata,키마야타의 사당,キマヤタの祠,Святилище Кимаята,Tempel van Kimayat,Sacrario di Kimayata,Kima-jat-Schrein,奇马亚塔神庙,奇馬亞塔神廟,Sanctuaire Qima Yata,Santuario de Qima'iat,Kimayat Shrine
Dungeon068,Santuario de Qio'quon,Kyokugon Shrine,Sanctuaire Qyoq Goni,쿄쿠고니의 사당,キョクゴニの祠,Святилище Кёкугони,Tempel van Kyokugon,Sacrario di Kyou Qugon,Kjoqugoni-Schrein,巧克高尼神庙,巧克高尼神廟,Sanctuaire Qyoq Goni,Santuario de Qio'quon,Kyokugon Shrine
Dungeon030,Santuario de Qiol'iou,Kiuyoyou Shrine,Sanctuaire Qiü Yoyoü,키우요요우의 사당,キウヨヨウの祠,Святилище Киу-Ёу,Tempel van Kiuyoyou,Sacrario di Kio Yu,Kiujoj-u-Schrein,奇乌悠悠乌神庙,奇烏悠悠烏神廟,Sanctuaire Qiü Yoyoü,Santuario de Qiol'iou,Kiuyoyou Shrine
Dungeon136,Santuario de Qiononi'su,Kyononis Shrine,Sanctuaire Qyono Nisiü,쿄노니시우의 사당,キョノニシウの祠,Святилище Кёнонисиу,Tempel van Kyononis,Sacrario di Qonon Ishu,Kjonnisiu-Schrein,巧诺尼希乌神庙,巧諾尼希烏神廟,Sanctuaire Qyono Nisiü,Santuario de Qiononi'su,Kyononis Shrine
Dungeon053,Santuario de Qiqa'un,Kikakin Shrine,Sanctuaire Qiqa Qun,키카쿠음의 사당,キカクンの祠,Святилище Кикакун,Tempel van Kikakin,Sacrario di Qikakun,Kiqaqun-Schrein,奇卡克恩神庙,奇卡克恩神廟,Sanctuaire Qiqa Qun,Santuario de Qiqa'un,Kikakin Shrine
Dungeon035,Santuario de Qisin'on,Kisinona Shrine,Sanctuaire Qisi Nona,키시노나의 사당,キシノナの祠,Святилище Киси-Нона,Tempel van Kisinona,Sacrario di Qishinona,Kisinona-Schrein,奇希诺纳神庙,奇希諾納神廟,Sanctuaire Qisi Nona,Santuario de Qisin'on,Kisinona Shrine
Dungeon058,Santuario de Qitaw'aq,Kitawak Shrine,Sanctuaire Qita Uaqa,키타와카의 사당,キタワカの祠,Святилище Китавака,Tempel van Kitawak,Sacrario di Kih Tawaq,Kita-waka-Schrein,奇塔瓦卡神庙,奇塔瓦卡神廟,Sanctuaire Qita Uaqa,Santuario de Qitaw'aq,Kitawak Shrine
Dungeon140,Santuario de Qudani'sar,Kudanisar Shrine,Sanctuaire Qudani Sala,쿠다니사라의 사당,クダニサラの祠,Святилище Куданисара,Tempel van Kudanisar,Sacrario di Kudan Sahr,Kudani-zara-Schrein,克达尼萨拉神庙,克達尼薩拉神廟,Sanctuaire Qudani Sala,Santuario de Qudani'sar,Kudanisar Shrine
Dungeon093,Santuario de Qumain,Kumamayn Shrine,Sanctuaire Qumama Ino,쿠마마이노의 사당,クママイノの祠,Святилище Кумамай-Но,Tempel van Kumamayn,Sacrario di Qumamaino,Kumma’ino-Schrein,克马马伊诺神庙,克馬馬伊諾神廟,Sanctuaire Qumama Ino,Santuario de Qumain,Kumamayn Shrine
Dungeon119,Santuario de Qura'qat,Kurakat Shrine,Sanctuaire Qula Qata,쿠라카타의 사당,クラカタの祠,Святилище Кураката,Tempel van Kurakat,Sacrario di Qur Qatan,Kuraqat-Schrein,克拉卡塔神庙,克拉卡塔神廟,Sanctuaire Qula Qata,Santuario de Qura'qat,Kurakat Shrine
Dungeon015,Santuario de Raqasi'o,Rakashog Shrine,Sanctuaire Laqa Xogo,라카쇼고의 사당,ラカショゴの祠,Святилище Ракасёго,Tempel van Rakashog,Sacrario di Lakas Hogo,Raqasho-go-Schrein,拉卡修高神庙,拉卡修高神廟,Sanctuaire Laqa Xogo,Santuario de Raqasi'o,Rakashog Shrine
Dungeon079,Santuario de Raquda'it,Rakakudaj Shrine,Sanctuaire Laqa Quda Zito,라카쿠구지토의 사당,ラカクダジトの祠,Святилище Ракакудадзито,Tempel van Rakakudaj,Sacrario di Rahk Qudaq,Raka-kudadjit-Schrein,拉卡克达吉托神庙,拉卡克達吉托神廟,Sanctuaire Laqa Quda Zito,Santuario de Raquda'it,Rakakudaj Shrine
Dungeon139,Santuario de Rasi'huac,Rasiwak Shrine,Sanctuaire Lasi Uaqa,라시와카의 사당,ラシワカの祠,Святилище Расивака,Tempel van Rasiwak,Sacrario di Rah Siwak,Rasi-waka-Schrein,拉希瓦卡神庙,拉希瓦卡神廟,Sanctuaire Lasi Uaqa,Santuario de Rasi'uaq,Rasiwak Shrine
Dungeon080,Santuario de Rasitaqi'u,Rasitakiwak Shrine,Sanctuaire Lasitaqi Uaqa,라시타키와카의 사당,ラシタキワカの祠,Святилище Раситакивака,Tempel van Rasitakiwak,Sacrario di Rastak Iwak,Rashtaki-waka-Schrein,拉希塔奇瓦卡神庙,拉希塔奇瓦卡神廟,Sanctuaire Lasitaqi Uaqa,Santuario de Rasitaqi'u,Rasitakiwak Shrine
Dungeon006,Santuario de Ren'ise,Ren-iz Shrine,Sanctuaire Len Ize,레음이제의 사당,レンイゼの祠,Святилище Рэн-Идзэ,Tempel van Ren-iz,Sacrario di Ren Ize,Ren-ise-Schrein,雷恩伊杰神庙,雷恩伊傑神廟,Sanctuaire Len Ize,Santuario de Ren'ise,Ren-iz Shrine
Dungeon026,Santuario de Riog'oq,Riogok Shrine,Sanctuaire Riö Goqo,리오고코의 사당,リオゴコの祠,Святилище Риогоко,Tempel van Riogok,Sacrario di Riogoko,Riogok-Schrein,里欧高可神庙,里歐高可神廟,Sanctuaire Riö Goqo,Santuario de Riog'oq,Riogok Shrine
Dungeon008,Santuario de Rotsum'um,Rotsumamu Shrine,Sanctuaire Rotu Mam,로츠마무의 사당,ロツマムの祠,Святилище Роцумаму,Tempel van Rotsumamu,Sacrario di Rotsumuma,Romtsuma-Schrein,罗兹马姆神庙,羅茲馬姆神廟,Sanctuaire Rotu Mam,Santuario de Rotsum'um,Rotsumamu Shrine
Dungeon065,Santuario de Run'aqit,Runakit Shrine,Sanctuaire Runa Qita,루나키타의 사당,ルナキタの祠,Святилище Рунакита,Tempel van Runakit,Sacrario di Runakita,Runa-kita-Schrein,鲁纳奇塔神庙,魯納奇塔神廟,Sanctuaire Runa Qita,Santuario de Run'aqit,Runakit Shrine
Dungeon111,Santuario de Rutahu'me,Rutafu-um Shrine,Sanctuaire Ruta Fuüme,루타후우메의 사당,ルタフウメの祠,Святилище Рутафу-Умэ,Tempel van Rutafu-um,Sacrario di Rutaf Ume,Rutafu-um-Schrein,鲁塔富乌每神庙,魯塔富烏每神廟,Sanctuaire Ruta Fuüme,Santuario de Rutahu'me,Rutafu-um Shrine
Dungeon007,Santuario de Sa'iroua,Sahirow Shrine,Sanctuaire Sahilo Ua,사히로와의 사당,サヒロワの祠,Святилище Сахи-рова,Tempel van Sahirow,Sacrario di Sahirowa,Zahirowa-Schrein,萨喜罗瓦神庙,薩喜羅瓦神廟,Sanctuaire Sahilo Ua,Santuario de Sa'iroua,Sahirow Shrine
Dungeon012,Santuario de Sanmiqa,Zanmik Shrine,Sanctuaire Zanmi Qalqa,자음미카카의 사당,ザンミカカの祠,Святилище Дзамикако,Tempel van Zanmik,Sacrario di Zah Miq,Sanmikka-Schrein,扎恩米卡卡神庙,扎恩米卡卡神廟,Sanctuaire Zanmi Qalqa,Santuario de Sanmiqa,Zanmik Shrine
Dungeon081,Santuario de Saquus,Zakusu Shrine,Sanctuaire Zaq Suqa,자쿠스쿠의 사당,ザクスクの祠,Святилище Дзакуску,Tempel van Zakusu,Sacrario di Xaq Shuq,Saquzuk-Schrein,扎克斯克神庙,扎克斯克神廟,Sanctuaire Zaq Suqa,Santuario de Saquus,Zakusu Shrine
Dungeon046,Santuario de Se'paa,Sepapa Shrine,Sanctuaire Se Papa,세파파의 사당,セパパの祠,Святилище Сэпапа,Tempel van Sepapa,Sacrario di Sepapa,Zepap-Schrein,世帕帕神庙,世帕帕神廟,Sanctuaire Se Papa,Santuario de Se'paa,Sepapa Shrine
Dungeon108,Santuario de Sequ'nom,Sakunbomar Shrine,Sanctuaire Sequn Bomala,세쿠음보마라의 사당,セクンボマラの祠,Святилище Сэкумбомара,Tempel van Sakunbomar,Sacrario di Sehun Bomar,Zekunb-mar-Schrein,世克恩波马拉神庙,世克恩波馬拉神廟,Sanctuaire Sequn Bomala,Santuario de Sequ'nom,Sakunbomar Shrine
Dungeon010,Santuario de Serut'ab,Serutabomac Shrine,Sanctuaire Seltabo Mati,세루타보마치의 사당,セルタボマチの祠,Святилище Сэрутабомати,Tempel van Serutabomac,Sacrario di Seltab Mach,Zertab-mats-Schrein,世鲁塔波马奇神庙,世魯塔波馬奇神廟,Sanctuaire Seltabo Mati,Santuario de Serut'ab,Serutabomac Shrine
Dungeon146,Santuario de Si'aiou,Sihajog Shrine,Sanctuaire Siha Jogoü,시하죠고우의 사당,シハジョゴウの祠,Святилище Сихадзёго,Tempel van Sihajog,Sacrario di Shiha Gogu,Sihatsjog-u-Schrein,希哈乔高乌神庙,希哈喬高烏神廟,Sanctuaire Siha Jogoü,Santuario de Si'aiou,Sihajog Shrine
Dungeon085,Santuario de Si'umim,Sifumim Shrine,Sanctuaire Sifu Mimi,시후미미의 사당,シフミミの祠,Святилище Сифумими,Tempel van Sifumim,Sacrario di Sif Umim,Sif-mim-Schrein,希富米米神庙,希富米米神廟,Sanctuaire Sifu Mimi,Santuario de Si'umim,Sifumim Shrine
Dungeon055,Santuario de Siamo'susi,Siyamotsus Shrine,Sanctuaire Siya Motusi,시야모츠시의 사당,シヤモツシの祠,Святилище Сиямоцуси,Tempel van Siyamotsus,Sacrario di Sham Mozus,Sij-amotusi-Schrein,希亚摩兹希神庙,希亞摩茲希神廟,Sanctuaire Siya Motusi,Santuario de Siamo'susi,Siyamotsus Shrine
Dungeon054,Santuario de Siba'iataq,Sibajitak Shrine,Sanctuaire Sivaji Taqiö,시바지타키오의 사당,シバジタキオの祠,Святилище Сибадзитакио,Tempel van Sibajitak,Sacrario di Sibaj Taq,Sibadj-taki’o-Schrein,希巴吉塔奇欧神庙,希巴吉塔奇歐神廟,Sanctuaire Sivaji Taqiö,Santuario de Siba'iataq,Sibajitak Shrine
Dungeon082,Santuario de Simosi'huac,Simosiwak Shrine,Sanctuaire Ximoxi Uaqa,시모시와카의 사당,シモシワカの祠,Святилище Симосивака,Tempel van Simosiwak,Sacrario di Simosiwaka,Simosi-waka-Schrein,希摩希瓦卡神庙,希摩希瓦卡神廟,Sanctuaire Ximoxi Uaqa,Santuario de Simosi'uaq,Simosiwak Shrine
Dungeon129,Santuario de Sinat'aq,Sinatanika Shrine,Sanctuaire Sinata Niqalqa,시나타니카카의 사당,シナタニカカの祠,Святилище Синатаникако,Tempel van Sinatanika,Sacrario di Nata Qaun,Sin-natakk-Schrein,希纳塔尼卡卡神庙,希納塔尼卡卡神廟,Sanctuaire Sinata Niqalqa,Santuario de Sinat'aq,Sinatanika Shrine
Dungeon023,Santuario de Siqu'qusi,Sikukuu Shrine,Sanctuaire Siq Quti,시쿠쿠치의 사당,シククチの祠,Святилище Сикукути,Tempel van Sikukuu,Sacrario di Sikukuchi,Sikkudji-Schrein,希克克奇神庙,希克克奇神廟,Sanctuaire Siq Quti,Santuario de Siqu'qusi,Sikukuu Shrine
Dungeon132,Santuario de Sis'uran,Sisuran Shrine,Sanctuaire Sisu Lana,시스라나의 사당,シスラナの祠,Святилище Сисурана,Tempel van Sisuran,Sacrario di Sih Suran,Sizuran-Schrein,希斯拉纳神庙,希斯拉納神廟,Sanctuaire Sisu Rana,Santuario de Sis'uran,Sisuran Shrine
Dungeon002,Santuario de Sisu'moi,Sitsum Shrine,Sanctuaire Si Tumoï,시츠모이의 사당,シツモイの祠,Святилище Сицумой,Tempel van Sitsum,Sacrario di Sitsumoi,Situmo’i-Schrein,希兹摩伊神庙,希茲摩伊神廟,Sanctuaire Si Tumoï,Santuario de Sisu'moi,Sitsum Shrine
Dungeon024,Santuario de Siuaq'am,Siwakama Shrine,Sanctuaire Siua Qama,시와카마의 사당,シワカマの祠,Святилище Сивакама,Tempel van Siwakama,Sacrario di Siwaqama,Siwakama-Schrein,希瓦卡马神庙,希瓦卡馬神廟,Sanctuaire Siua Qama,Santuario de Siuaq'am,Siwakama Shrine
Dungeon059,Santuario de Sonapanio,Sonapan Shrine,Sanctuaire Sona Pano,소나파노의 사당,ソナパノの祠,Святилище Сон-Апано,Tempel van Sonapan,Sacrario di Shon Pan,Zon’apano-Schrein,索纳帕诺神庙,索納帕諾神廟,Sanctuaire Sona Pano,Santuario de Sonapanio,Sonapan Shrine
Dungeon016,Santuario de Soriotan,Soryotanog Shrine,Sanctuaire Solyota Nigo,소료타니고의 사당,ソリョタニゴの祠,Святилище Сорётаниго,Tempel van Soryotanog,Sacrario di Sory Taniq,Sorjotanig-Schrein,索琉塔尼高神庙,索琉塔尼高神廟,Sanctuaire Solyota Nigo,Santuario de Soriotan,Soryotanog Shrine
Dungeon078,Santuario de Suari'auq,Suariwak Shrine,Sanctuaire Suäli Uaqa,스아리와카의 사당,スアリワカの祠,Святилище Суаривака,Tempel van Suariwak,Sacrario di Swari Waq,Zu’ari-waka-Schrein,斯阿里瓦卡神庙,斯阿里瓦卡神廟,Sanctuaire Suäli Uaqa,Santuario de Suari'auq,Suariwak Shrine
Dungeon022,Santuario de Suq'aroqu,Tukarok Shrine,Sanctuaire Tuqa Loqu,츠카로쿠의 사당,ツカロクの祠,Святилище Цукароку,Tempel van Tsukarok,Sacrario di Tuq Aaroq,Tsuqarok-Schrein,兹卡罗克神庙,茲卡羅克神廟,Sanctuaire Tuqa Loqu,Santuario de Suq'aroqu,Tukarok Shrine
Dungeon039,Santuario de Sur'aqami,Turakamik Shrine,Sanctuaire Tula Qamiqa,츠라카미카의 사당,ツラカミカの祠,Святилище Цуракамика,Tempel van Turakamik,Sacrario di Tsurakamika,Turaqamika-Schrein,兹拉卡米卡神庙,茲拉卡米卡神廟,Sanctuaire Tula Qamiqa,Santuario de Sur'aqami,Turakamik Shrine
Dungeon025,Santuario de Sur'aqau,Turakawak Shrine,Sanctuaire Tulaqa Uaqa,츠라카와카의 사당,ツラカワカの祠,Святилище Цуракавака,Tempel van Turakawak,Sacrario di Zur Kawah,Turaq-waka-Schrein,兹拉卡瓦卡神庙,茲拉卡瓦卡神廟,Sanctuaire Tulaqa Uaqa,Santuario de Sur'aqau,Turakawak Shrine
Dungeon120,Santuario de Sus'ubi,Susub Shrine,Sanctuaire Susu Bië,스스비에의 사당,ススビエの祠,Святилище Сусубиэ,Tempel van Susub,Sacrario di Susubie,Zuzbi’e-Schrein,斯斯毕艾神庙,斯斯畢艾神廟,Sanctuaire Susu Bië,Santuario de Sus'ubi,Susub Shrine
Dungeon048,Santuario de Susuai,Susuyai Shrine,Sanctuaire Susu Yaï,스스야이의 사당,ススヤイの祠,Святилище Сус-Уяй,Tempel van Susuyai,Sacrario di Susu Yai,Zuzuyaj-Schrein,斯斯亚伊神庙,斯斯亞伊神廟,Sanctuaire Susu Yaï,Santuario de Susuai,Susuyai Shrine
Dungeon042,Santuario de Sutu'um,Tsutsu-um Shrine,Sanctuaire Tut Ume,츠츠우메의 사당,ツツウメの祠,Святилище Цуцу-Умэ,Tempel van Tsutsu-um,Sacrario di Tsutsu Ume,Tsutsu-um-Schrein,兹兹乌每神庙,茲茲烏每神廟,Sanctuaire Tut Ume,Santuario de Sutu'um,Tsutsu-um Shrine
Dungeon000,Santuario de Taiqa'su,Tajikats Shrine,Sanctuaire Taji Qatu,타지카츠의 사당,タジカツの祠,Святилище Тадзикацу,Tempel van Tajikats,Sacrario di Tajiqat,Tadjiqats-Schrein,塔吉卡兹神庙,塔吉卡茲神廟,Sanctuaire Taji Qatu,Santuario de Taiqa'su,Tajikats Shrine
Dungeon151,Santuario de Tanin'ou,Taninoud Shrine,Sanctuaire Tanino Uda,타니노우다의 사당,タニノウダの祠,Святилище Таниноуда,Tempel van Taninoud,Sacrario di Tahn Noda,Tanino-ud-Schrein,塔尼诺乌达神庙,塔尼諾烏達神廟,Sanctuaire Tanino Uda,Santuario de Tanin'ou,Taninoud Shrine
Dungeon091,Santuario de Taqi'iaba,Taki-ihaban Shrine,Sanctuaire Taqi Ihabano,타키이하바노의 사당,タキイハバノの祠,Святилище Таки-Ихабано,Tempel van Taki-ihaban,Sacrario di Taq Haban,Taqi’ihaban-Schrein,塔奇伊哈巴诺神庙,塔奇伊哈巴諾神廟,Sanctuaire Taqi Ihabano,Santuario de Taqi'iaba,Taki-ihaban Shrine
Dungeon032,Santuario de Taraoq'un,Tadarok Shrine,Sanctuaire Tadalo Qun,타다로쿠음의 사당,タダロクンの祠,Святилище Тадарокун,Tempel van Tadarok,Sacrario di Tadar Okun,Tadarok-un-Schrein,塔达罗克恩神庙,塔達羅克恩神廟,Sanctuaire Tadalo Qun,Santuario de Taraoq'un,Tadarok Shrine
Dungeon021,Santuario de Tauio'siun,Tauyosipun Shrine,Sanctuaire Taü Yosipuni,타우요시푸니의 사당,タウヨシプニの祠,Святилище Тау-Ёспуни,Tempel van Tauyosipun,Sacrario di Tau Yosip,Ta’ujosi-puni-Schrein,塔乌悠希普尼神庙,塔烏悠希普尼神廟,Sanctuaire Taü Yosipuni,Santuario de Tauio'siun,Tauyosipun Shrine
Dungeon121,Santuario de Taun'ilo,Taunhiy Shrine,Sanctuaire Taün Hiyo,타우음히요의 사당,タウンヒヨの祠,Святилище Та-Унхиё,Tempel van Taunhiy,Sacrario di Taur Nyh,Taunhijo-Schrein,塔乌恩喜悠神庙,塔烏恩喜悠神廟,Sanctuaire Taün Hiyo,Santuario de Taun'ilo,Taunhiy Shrine
Dungeon034,Santuario de Teneb'esai,Tenbez Shrine,Sanctuaire Ten Vezaï,테음베자이의 사당,テンベザイの祠,Святилище Тэмбэ-Дзай,Tempel van Tenbez,Sacrario di Tenbezai,Temb’sai-Schrein,帖恩贝扎伊神庙,帖恩貝扎伊神廟,Sanctuaire Ten Vezaï,Santuario de Teneb'esai,Tenbez Shrine
Dungeon124,Santuario de Teni'iten,Teniten Shrine,Sanctuaire Ten Ziten,테음지테음의 사당,テンジテンの祠,Святилище Тэндзи-Тэн,Tempel van Teniten,Sacrario di Ten Jiten,Tendjiten-Schrein,帖恩吉帖恩神庙,帖恩吉帖恩神廟,Sanctuaire Ten Ziten,Santuario de Teni'iten,Teniten Shrine
Dungeon133,Santuario de Tenma'at,Tenmaten Shrine,Sanctuaire Ten Maten,테음마테음의 사당,テンマテンの祠,Святилище Тэмматэн,Tempel van Tenmaten,Sacrario di Tenmaten,Tenmat-en-Schrein,帖恩马帖恩神庙,帖恩馬帖恩神廟,Sanctuaire Ten Maten,Santuario de Tenma'at,Tenmaten Shrine
Dungeon137,Santuario de Timahuac,Timawak Shrine,Sanctuaire Tima Uaqa,티마와카의 사당,ティマワカの祠,Святилище Тимавака,Tempel van Timawak,Sacrario di Thih Mawak,Tima-waka-Schrein,提马瓦卡神庙,提馬瓦卡神廟,Sanctuaire Tima Uaqa,Santuario de Timauaq,Timawak Shrine
Dungeon104,Santuario de Tiqumau,Chichim Shrine,Sanctuaire Titi Maü,치치마우의 사당,チチマウの祠,Святилище Титимау,Tempel van Chichim,Sacrario di Chikh Mau,Tjitma’u-Schrein,奇奇马乌神庙,奇奇馬烏神廟,Sanctuaire Titi Maü,Santuario de Tiqumau,Chichim Shrine
Dungeon107,Santuario de Toqi'ou,Tokiy Shrine,Sanctuaire Toqi Yoü,토키요우의 사당,トキヨウの祠,Святилище Токиёу,Tempel van Tokiy,Sacrario di Toq Yiu,Tokjo’u-Schrein,拖奇悠乌神庙,拖奇悠烏神廟,Sanctuaire Toqi Yoü,Santuario de Toqi'ou,Tokiy Shrine
Dungeon150,Santuario de Uqo'isi,Ukoojisi Shrine,Sanctuaire Uqo Ozixi,우코오지시의 사당,ウコオジシの祠,Святилище Укодзиси,Tempel van Ukoojisi,Sacrario di Uko Jish,Uko’ojisi-Schrein,乌可欧吉希神庙,烏可歐吉希神廟,Sanctuaire Uqo Ozixi,Santuario de Uqo'isi,Ukoojisi Shrine
Dungeon060,Santuario de Uqo'u,Ukouh Shrine,Sanctuaire Uqo Uho,우코우호의 사당,ウコウホの祠,Святилище Укоухо,Tempel van Ukouh,Sacrario di Uko Hou,Uko-uho-Schrein,乌可乌侯神庙,烏可烏侯神廟,Sanctuaire Uqo Uho,Santuario de Uqo'u,Ukouh Shrine
Dungeon100,Santuario de Usat'sum,Usazum Shrine,Sanctuaire Usa Zuma,우사즈마의 사당,ウサズマの祠,Святилище Усадзума,Tempel van Usazum,Sacrario di Ur Sazum,Uzas-um-Schrein,乌萨诸马神庙,烏薩諸馬神廟,Sanctuaire Usa Zuma,Santuario de Usat'sum,Usazum Shrine
Dungeon076,Santuario de Utoi'si,Utojis Shrine,Sanctuaire Uto Zixi,우토지시의 사당,ウトジシの祠,Святилище Утодзиси,Tempel van Utojis,Sacrario di Utoh Jis,Utodij-Schrein,乌托吉希神庙,烏托吉希神廟,Sanctuaire Uto Zixi,Santuario de Utoi'si,Utojis Shrine
Dungeon056,Santuario de Utus'oq,Utsushok Shrine,Sanctuaire Utu Xoqi,우츠쇼키의 사당,ウツショキの祠,Святилище Уцусёки,Tempel van Utsushok,Sacrario di Uz Shoqi,Usshok-Schrein,乌兹修奇神庙,烏茲修奇神廟,Sanctuaire Utu Xoqi,Santuario de Utus'oq,Utsushok Shrine
Dungeon067,Santuario de Wao'sa,Wao-os Shrine,Sanctuaire Uaö Osa,와오오사의 사당,ワオオサの祠,Святилище Вао-Оса,Tempel van Wao-os,Sacrario di Wao Sah,Wao-oza-Schrein,瓦欧欧萨神庙,瓦歐歐薩神廟,Sanctuaire Uaö Osa,Santuario de Wao'sa,Wao-os Shrine
Dungeon020,Santuario de Xinac'ahuac,Sinakawak Shrine,Sanctuaire Sinaqa Uaqa,시나카와카의 사당,シナカワカの祠,Святилище Синакавака,Tempel van Sinakawak,Sacrario di Sinakawaka,Sinaqa-waka-Schrein,希纳卡瓦卡神庙,希納卡瓦卡神廟,Sanctuaire Sinaqa Uaqa,Santuario de Sinaq'awa,Sinakawak Shrine
